IdIngredient,IngredientNameEN,IngredientNameFR,IngredientSynonymEN,IngredientSynonymFR,CategoryEN,CategoryFR,ContituentIngredientsEN,ContituentIngredientsFR
458,Climbing bean,Haricot grimpant,bean-climbing,haricot grimpant,Legume,Légumineuse,Climbing bean,Haricot grimpant
710,Cloud ear fungus,Champignon de l'oreille des nuages,ear-cloud,oreille-nuage,Fungus,Champignon,Cloud ear fungus,Champignon de l'oreille des nuages
228,Cloudberry,Myrtille,cloudberry,mûre des marais,Fruit,Fruits,Cloudberry,Myrtille
331,Clove,Clou de girofle,clove,clou de girofle,Spice,Épice,Clove,Clou de girofle
683,Clupeinae,Clupeinae,clupeinae,clupeinae,Fish,Poisson,Clupeinae,Clupeinae
401,Cluster Bean,Haricot à grappes,bean-cluster; bean-guar,haricot-cluster ; haricot-guar,Legume,Légumineuse,Cluster Bean,Haricot à grappes
863,Cocktail,Cocktail,cocktail,cocktail,Beverage,Boisson,Cocktail,Cocktail
283,Cocoa,Cacao,cocoa,cacao,Nuts & Seed,Noix et graines,Cocoa,Cacao
814,Cocoa butter,Beurre de cacao,cocoa butter,beurre de cacao,Plant,Plante,Cocoa butter,Beurre de cacao
815,Cocoa powder,Poudre de cacao,cocoa-powder,poudre de cacao,Plant,Usine,Cocoa powder,Poudre de cacao
172,Coconut,Noix de coco,coconut,noix de coco,Fruit,Fruits,Coconut,Noix de coco
981,Coconut Milk,Lait de coco,coconut-milk,lait de coco,Beverage,Boisson,Coconut Milk,Lait de coco
982,Coconut Oil,Huile de noix de coco,coconut-oil,huile de noix de coco,Fruit,Fruit,Coconut Oil,Huile de noix de coco
150,Codfish,Morue,codfish; cod,morue ; cabillaud,Fish,Poisson,Codfish,Morue
46,Coffee,Café,coffee,café,Beverage,Boisson,Coffee,Café
867,Coffee mocha,Café moka,mocha,moka,Beverage,Boisson,Coffee mocha,Café moka
17,Cognac Brandy,Cognac Brandy,brandy-cognac,brandy-cognac,Beverage Alcoholic,Boissons alcoolisées,Cognac Brandy,Cognac Brandy
628,Coho salmon,Le saumon coho,#salmon-coho#,#saumon-coho#,Fish,Poisson,Coho salmon,Le saumon coho
893,Cold cut,Coupe froide,cold cut,coupe froide,Dish,Assiette,Cold cut,Coupe froide
2032,Coleslaw,Salade de chou,coleslaw,salade de chou,Dish,Plat,"cabbage, vinegar, oil, salt, mayonnaise, egg, water","chou, vinaigre, huile, sel, mayonnaise, oeuf, eau"
384,Colocasia,Colocasia,colocasia,colocasia,Vegetable,Végétal,Colocasia,Colocasia
610,Colorado pinyon,Pinsons du Colorado,pinyon,pinyon,Plant,Plantes,Colorado pinyon,Pinsons du Colorado
757,Columbidae,Columbidae,columbidae,columbidae,Meat,Viande,Columbidae,Columbidae
531,Common carp,Carpe commune,carp,carpe,Fish,Poisson,Common carp,Carpe commune
726,Common dab,Limande commune,dab,limande,Fish,Poisson,Common dab,Limande commune
580,Common ling,Lingue commune,ling,lingue,Fish,Poisson,Common ling,Lingue commune
538,Common octopus,Pieuvre commune,#octopus#,#octopus#,Seafood,Fruits de mer,Common octopus,Pieuvre commune
606,Common persimmon,Kaki commun,#persimmon-common#,#persimmon-common#,Fruit,Fruit,Common persimmon,Kaki commun
633,Common salsify,Salsifis commun,salsify,salsifis,Plant,Plante,Common salsify,Salsifis commun
755,Common Tuna,Thon commun,#tuna#,#thon,Fish,Poisson,Common Tuna,Thon commun
454,Common verbena,Verveine commune,vverbena; vervain,verveine ; verveine,Herb,Herbe,Common verbena,Verveine commune
66,Comte Cheese,Fromage Comte,cheese-comte,fromage-comte,Dairy,Produits laitiers,Comte Cheese,Fromage Comte
758,Conch,Conque,conch,conque,Fish,Poisson,Conch,Conque
960,Condensed milk,Lait condensé,milk-condensed,lait condensé,Dairy,Produits laitiers,Condensed milk,Lait condensé
901,Cooking oil,Huile de cuisson,#cooking oil#,#huile de cuisson#,Additive,Additif,Cooking oil,Huile de cuisson
2089,Cooking Oil,Huile de cuisson,cooking oil; vegetable oil,huile de cuisson ; huile végétale,Additive,Additif,"cooking oil, sunflower","huile de cuisson, tournesol"
999,Cooking Spray,Spray de cuisson,cooking spray,spray de cuisson,Additive,Additif,Cooking Spray,Spray de cuisson
254,Coriander,Coriandre,coriander; cilantro,coriandre ; cilantro,Herb,Herbe,Coriander,Coriandre
2002,Coriander Cumin Seed Powder,Poudre de graines de coriandre et de cumin,coriander cumin seed powder,poudre de graines de coriandre et de cumin,Spice,Épices,"coriander, cumin","coriandre, cumin"
989,Coriander Seed,Graines de coriandre,coriander-seed,graines de coriandre,Vegetable,Légumes,Coriander Seed,Graines de coriandre
56,Corn,Maïs,corn; corn-flour; corn-starch; maize-flour,maïs ; maïs-farine ; maïs-amidon ; maïs-farine,Maize,Maïs,Corn,Maïs
847,Corn chip,Chip de maïs,corn-chip,puce de maïs,Bakery,Boulangerie,Corn chip,Chip de maïs
932,Corn grits,Gruaux de maïs,corn-grit,maïs-grain,Maize,Maïs,Corn grits,Gruaux de maïs
57,Corn Oil,Huile de maïs,corn oil,huile de maïs,Maize,Maïs,Corn Oil,Huile de maïs
539,Corn salad,Salade de maïs,salad-corn,salade-maïs,Vegetable,Légume,Corn salad,Salade de maïs
931,Cornbread,Pain de maïs,#corn-bread#,#maïs-pain#,Maize,Maize,Cornbread,Pain de maïs
2084,Cornbread,Pain de maïs,corn-bread,pain de maïs,Bakery,Boulangerie,"cornbread, corn, bread","pain de maïs, maïs, pain"
255,Cornmint,Millepertuis,cornmint,menthe des champs,Herb,Herbe,Cornmint,Millepertuis
67,Cottage Cheese,Fromage blanc,cheese-cottage,fromage-cottage,Dairy,Produits laitiers,Cottage Cheese,Fromage blanc
540,Cottonseed,Graine de coton,cotton-seed,coton-graine,Plant,Plante,Cottonseed,Graine de coton
864,Couscous,Couscous,couscous,couscous,Dish,Assiette,Couscous,Couscous
135,Crab,Crabe,crab,crabe,Seafood,Fruits de mer,Crab,Crabe
2088,Crab,Crabe,crab; crabmeat,crabe ; chair de crabe,Seafood,Fruits de mer,"crab, red king crab","crabe, crabe royal rouge"
2055,Cracker Crumb,Miettes de biscuits,cracker crumb; graham cracker,chapelure de biscuit ; biscuit graham,Dish,Plat,"wheat, sugar, honey","blé, sucre, miel"
229,Cranberry,Canneberge,cranberry,canneberge,Fruit,Fruits,Cranberry,Canneberge
136,Crayfish,Écrevisse,cray-fish,crayons-poisson,Seafood,Fruits de mer,Crayfish,Écrevisse
780,Cream,Crème,cream,crème,Dairy,Produits laitiers,Cream,Crème
68,Cream Cheese,Fromage à la crème,cheese-cream,fromage-crème,Dairy,Produits laitiers,Cream Cheese,Fromage à la crème
2051,Creole Seasoning,Assaisonnement créole,creole seasoning,assaisonnement créole,Spice,Épice,"onion, pepper, garlic, pepper-white, oregano, cayenne, basil, capsicum, thyme, salt","oignon, poivron, ail, poivre blanc, origan, cayenne, basilic, poivron, thym, sel"
314,Creosote,Créosote,creosote,créosote,Plant,Plante,Creosote,Créosote
52,Crispbread,Pain croustillant,crisp-bread,croustillant-pain,Cereal,Céréales,Crispbread,Pain croustillant
2070,Croaker,Croaçon,croaker,crochet,Fish,Poisson,"croaker-atlantic, croaker-spot","croaker-atlantique, croaker tacheté"
2023,Croissant,Croissant,croissant,croissant,Dish,Vaisselle,"flour, wheat, butter, yeast","farine, blé, beurre, levure"
366,Cucumber,Concombre,cucumber,concombre,Vegetable,Légumes,Cucumber,Concombre
978,Cucurbita,Cucurbita,cucurbita,cucurbita,Vegetable,Légume,Cucurbita,Cucurbita
332,Cumin,Cumin,cumin; jeera,cumin ; jeera,Spice,Épice,Cumin,Cumin
991,Cured Ham,Jambon cru,#ham-cured#,#ham-cured#,Meat,Viande,Cured Ham,Jambon cru
173,Currant,Cassis,currant,groseille,Fruit,Fruits,Currant,Cassis
385,Curry Leaf,Feuille de curry,curry-leaf,curry-feuille,Herb,Herbe,Curry Leaf,Feuille de curry
2008,Curry Powder,Poudre de curry,curry powder,poudre de curry,Spice,Épice,"cardamom, cayenne, cinnamon, clove, coriander, cumin, fennel, fenugreek, mace, nutmeg, black pepper, poppy seed, sesame seed, saffron, tamarind, turmeric","cardamome, cayenne, cannelle, clou de girofle, coriandre, cumin, fenouil, fenugrec, macis, noix de muscade, poivre noir, graines de pavot, graines de sésame, safran, tamarin, curcuma"
544,Cusk,Brosme,cusk,brosme,Fish,Poisson,Cusk,Brosme
545,Cuttlefish,Seiche,cuttle-fish,seiche-poisson,Fish,Poisson,Cuttlefish,Seiche
2015,Dabeli Masala,Dabeli Masala,dabeli masala,dabeli masala,Spice,Épice,"cayenne, coriander, cinnamon, clove, cumin","cayenne, coriandre, cannelle, clou de girofle, cumin"
449,Dandelion,Pissenlit,dandelion,pissenlit,Flower,Fleur,Dandelion,Pissenlit
177,Dates,Dattes,date,datte,Fruit,Fruits,Dates,Dattes
686,Deer,Chevreuil,#deer#,#deer#,Meat,Viande,Deer,Chevreuil
2078,Deer,Cerf,deer; elk,cerf ; élan,Meat,Viande,"mule deer, deer, elk, meat","cerf muletier, cerf, élan, viande"
464,Deerberry,Raisin de cerf,deer-berry,cerf-mûre,Fruit,Fruit,Deerberry,Raisin de cerf
547,Devilfish,Poisson diable,devil-fish,diable-poisson,Fish,Poisson,Devilfish,Poisson diable
256,Dill,Aneth,dill,aneth,Herb,Herbe,Dill,Aneth
548,Dock,Dock,dock,quai,Herb,Herbe,Dock,Dock
549,Dolphin fish,Poisson dauphin,dolphin,dauphin,Fish,Poisson,Dolphin fish,Poisson dauphin
69,Domiati Cheese,Fromage Domiati,cheese-white; cheese-domiati,fromage-blanc ; fromage-domiati,Dairy,Produits laitiers,Domiati Cheese,Fromage Domiati
773,DragÌ©e,DragÌ©e,dragÌ©e,dragÌ©e,Dish,Plat,DragÌ©e,DragÌ©e
2044,Dried Mixed Fruit,Mélange de fruits séchés,dried mixed fruit,mélange de fruits secs,Fruit,Fruit,"raisin, apricot, date, currant, fig","raisin sec, abricot, datte, groseille, figue"
386,Drumstick Leaf,Feuille de pilon,drumstick-leaf,feuille de pilon,Vegetable,Légumes,Drumstick Leaf,Feuille de pilon
839,Dulce de leche,Dulce de leche,dulce de leche,dulce de leche,Dairy,Produits laitiers,Dulce de leche,Dulce de leche
799,Dumpling,Boulette,dumpling,boulette,Dish,Vaisselle,Dumpling,Boulette
178,Durian,Durian,durian,durian,Fruit,Fruits,Durian,Durian
0,Egg,Œuf,egg,œuf,Meat,Viande,Egg,Œuf
842,Egg roll,Roulé aux oeufs,egg roll,nems,Dish,Vaisselle,Egg roll,Roulé aux oeufs
387,Eggplant,Aubergine,eggplant; aubergine; brinjal,aubergine ; aubergine ; brinjal,Vegetable,Légume,Eggplant,Aubergine
179,Elderberry,Sureau,elder-berry,sureau-mûre,Fruit,Fruits,Elderberry,Sureau
553,Elk,Elan,#elk#,#elk#,Meat,Viande,Elk,Elan
461,Elliott's blueberry,Myrtille d'Elliott,blueberry-elliot,myrtille-elliot,Fruit,Fruit,Elliott's blueberry,Myrtille d'Elliott
70,Emmental Cheese,Fromage Emmental,cheese-emmental,fromage-emmental,Dairy,Produits laitiers,Emmental Cheese,Fromage Emmental
948,Empanada,Empanada,empanada,empanada,Dish,Assiette,Empanada,Empanada
554,Emu,Émeu,emu,émeu,Meat,Viande,Emu,Émeu
876,Enchilada,Enchilada,enchilada,enchilada,Dish,Dish,Enchilada,Enchilada
344,Endive,Endive,endive,endive,Vegetable,Végétale,Endive,Endive
707,Enokitake,Enokitake,enokitake,enokitake,Fungus,Champignon,Enokitake,Enokitake
708,Epazote,Epazote,epazote,épazote,Herb,Herbe,Epazote,Epazote
105,Eucalyptus Oil,Huile d'Eucalyptus,eucalyptus-oil,huile d'eucalyptus,Essential Oil,Huile essentielle,Eucalyptus Oil,Huile d'Eucalyptus
556,European anchovy,Anchois d'Europe,#anchovy-european#,#anchovy-european#,Fish,Poisson,European anchovy,Anchois d'Europe
557,European chestnut,Châtaigne européenne,chestnut-european,châtaigne-européenne,Nuts & Seed,Noix et graines,European chestnut,Châtaigne européenne
617,European rabbit,Lapin d'Europe,#rabbit-european#,#Lapin-européen#,Meat,Viande,European rabbit,Lapin d'Europe
919,Evaporated milk,Lait évaporé,milk-evaporated,lait-évaporé,Dairy,Produits laitiers,Evaporated milk,Lait évaporé
436,Evening primrose,Onagre,primrose,primevère,Herb,Herbe,Evening primrose,Onagre
852,Falafel,Falafel,falafel,falafel,Dish,Plats cuisinés,Falafel,Falafel
152,Fatty Fish,Poisson gras,fish-fatty,poisson gras,Fish,Poisson,Fatty Fish,Poisson gras
180,Feijoa,Feijoa,feijoa,feijoa,Fruit,Fruits,Feijoa,Feijoa
257,Fennel,Fenouil,fennel,fenouil,Herb,Herbe,Fennel,Fenouil
258,Fenugreek,Fenugrec,fenugreek; methi,fenugrec ; methi,Herb,Herbe,Fenugreek,Fenugrec
311,Fermented Tea,Thé fermenté,tea-fermented,thé fermenté,Plant,Plante,Fermented Tea,Thé fermenté
71,Feta Cheese,Fromage Feta,cheese-feta,fromage-feta,Dairy,Produits laitiers,Feta Cheese,Fromage Feta
2035,Fettuccine,Fettuccine,fettuccine,fettuccine,Dish,Plat,"flour, wheat, eggs","farine, blé, oeufs"
181,Fig,Figue,fig,figue,Fruit,Fruits,Fig,Figue
292,Filbert,Filbert,filbert,aveline,Nuts & Seed,Noix et graines,Filbert,Filbert
28,Finnish Whisky,Whisky finlandais,finnish-whisky; finnish-whiskey,finnish-whisky ; finnish-whiskey,Beverage Alcoholic,Boissons alcoolisées,Finnish Whisky,Whisky finlandais
106,Fir,Sapin,fir,sapin,Essential Oil,Huile essentielle,Fir,Sapin
559,Fireweed,Épilobe,fireweed,épilobe,Herb,Herbe,Fireweed,Épilobe
151,Fish,Poisson,fish; pomfret,poisson ; pomfret,Fish,Poisson,Fish,Poisson
953,Fish burger,Burger de poisson,fish burger,burger de poisson,Dish,Plat,Fish burger,Burger de poisson
154,Fish Oil,Huile de poisson,fish-oil,huile de poisson,Fish,Poisson,Fish Oil,Huile de poisson
694,Flatfish,Poissons plats,flatfish,poisson plat,Fish,Poisson,Flatfish,Poissons plats
388,Flaxseed,Graine de lin,flax-seed,lin-graine,Nuts & Seed,Noix et graines,Flaxseed,Graine de lin
560,Florida pompano,Pompano de Floride,pompano,pompano,Fish,Poisson,Florida pompano,Pompano de Floride
920,Flour,Farine,#flour#,#flour#,Cereal,Céréales,Flour,Farine
2056,Flour,Farine,flour; atta,farine ; atta,Cereal,Céréales,"flour, wheat","farine, blé"
924,Focaccia,Focaccia,focaccia,focaccia,Bakery,Boulangerie,Focaccia,Focaccia
1001,Food Coloring,Colorant alimentaire,food coloring,colorant alimentaire,Additive,Additif,Food Coloring,Colorant alimentaire
273,Frankfurter Sausage,Saucisse de Francfort,frankfurter-sausage,saucisse de Francfort,Dish,Plat,Frankfurter Sausage,Saucisse de Francfort
612,French plantain,Plantain français,plantain-french,plantain-français,Plant,Plante,French plantain,Plantain français
928,French toast,Pain français,french toast,pain perdu,Bakery,Boulangerie,French toast,Pain français
550,Freshwater drum,Tambour d'eau douce,drum,tambour,Fish,Poisson,Freshwater drum,Tambour d'eau douce
552,Freshwater eel,Anguille d'eau douce,eel,anguille,Fish,Poisson,Freshwater eel,Anguille d'eau douce
374,Fried Potato,Pommes de terre frites,potato-fried,pomme de terre-frite,Bakery,Boulangerie,Fried Potato,Pommes de terre frites
807,Fruit gum,Gomme aux fruits,fruit gum,gomme de fruit,Dish,Plats cuisinés,Fruit gum,Gomme aux fruits
886,Fruit juice,Jus de fruits,fruit juice,jus de fruits,Beverage,Boisson,Fruit juice,Jus de fruits
889,Fruit salad,Salade de fruits,fruit salad,salade de fruits,Dish,Plat,Fruit salad,Salade de fruits
853,Frybread,Pain frit,#fry-bread#,#fry-bread#,Dish,Plat,Frybread,Pain frit
2075,Frybread,Frybread,fry-bread,alevins,Dish,Plat,"frybread, flour, wheat","pain frit, farine, blé"
958,Fudge,Caramel,fudge,fudge,Bakery,Boulangerie,Fudge,Caramel
732,Gadiformes,Gadiformes,gadiformes,gadiformes,Fish,Poisson,Gadiformes,Gadiformes
2000,Garam Masala,Garam Masala,garam masala,garam masala,Spice,Épices,"black pepper, mace, cinnamon, clove, cardamom, nutmeg","poivre noir, macis, cannelle, clou de girofle, cardamome, noix de muscade"
400,Garcinia Indica,Garcinia Indica,kokum; garnicia-indica,kokum ; garnicia-indica,Fruit,Fruit,Garcinia Indica,Garcinia Indica
430,Garden cress,Cresson de jardin,cress,cresson,Herb,Herbe,Garden cress,Cresson de jardin
731,Garfish,Garfish,garfish,orphie,Fish,Poisson,Garfish,Garfish
535,Garland chrysanthemum,Chrysanthème de Garlande,garland-chrysanthemum,guirlande-chrysanthème,Flower,Fleur,Garland chrysanthemum,Chrysanthème de Garlande
259,Garlic,Ail,garlic,ail,Herb,Herbe,Garlic,Ail
951,Gefilte fish,Poisson Gefilte,gefilte,gefilte,Dish,Assiette,Gefilte fish,Poisson Gefilte
793,Gelatin,Gélatine,gelatin,gélatine,Additive,Additif,Gelatin,Gélatine
1000,Gelatin,Gélatine,gelatin,gélatine,Additive,Additif,Gelatin,Gélatine
850,Gelatin dessert,Dessert à la gélatine,gelatin,gélatine,Additive,Additif,Gelatin dessert,Dessert à la gélatine
107,Geranium,Géranium,geranium,géranium,Essential Oil,Huile essentielle,Geranium,Géranium
87,Ghee,Ghee,ghee,ghee,Dairy,Produits laitiers,Ghee,Ghee
523,Giant butterbur,Pétoncle géant,butterbur,pétasite,Plant,Plante,Giant butterbur,Pétoncle géant
23,Gin,Gin,gin,gin,Beverage Alcoholic,Boissons alcoolisées,Gin,Gin
333,Ginger,Gingembre,ginger,gingembre,Spice,Épice,Ginger,Gingembre
2013,Ginger Garlic Coriander Leaves,"Gingembre, ail, feuilles de coriandre",ginger garlic coriander leaf,gingembre ail feuille de coriandre,Spice,Épice,"ginger, garlic, coriander","gingembre, ail, coriandre"
2001,Ginger Garlic Paste,Gingembre Pâte d'ail,ginger garlic paste,gingembre pâte d'ail,Spice,Épices,"ginger, garlic","gingembre, ail"
561,Ginkgo nuts,Noix de ginkgo,nut-ginkgo,noix-ginkgo,Nuts & Seed,Noix et graines,Ginkgo nuts,Noix de ginkgo
465,Ginseng,Ginseng,ginseng,ginseng,Vegetable,Végétal,Ginseng,Ginseng
72,Goat Cheese,Fromage de chèvre,cheese-goat,fromage-chèvre,Dairy,Produits laitiers,Goat Cheese,Fromage de chèvre
90,Goat Milk,Lait de chèvre,goat-milk,lait de chèvre,Dairy,Produits laitiers,Goat Milk,Lait de chèvre
2011,Goda Masala,Goda Masala,goda masala,goda masala,Spice,Épice,"cardamom, cinnamon, clove, bay laurel, sesame seed, coriander, coconut, cassia, white pepper, black pepper","cardamome, cannelle, clou de girofle, baies de laurier, graines de sésame, coriandre, noix de coco, casse, poivre blanc, poivre noir"
230,Gooseberry,Groseille à maquereau,gooseberry,groseille à maquereau,Fruit,Fruits,Gooseberry,Groseille à maquereau
456,Gram bean,Haricot Gram,bean-gram,haricot-gramme,Legume,Légumineuse,Gram bean,Haricot Gram
182,Grape,Raisin,grape; merlot,raisin ; merlot,Fruit,Fruits,Grape,Raisin
238,Grapefruit,Pamplemousse,grapefruit,pamplemousse,Fruit,Fruits,Grapefruit,Pamplemousse
108,Grapefruit Peel Oil,Huile d'écorce de pamplemousse,grapefruit-peel-oil,pamplemousse-écorce-huile,Essential Oil,Huile essentielle,Grapefruit Peel Oil,Huile d'écorce de pamplemousse
109,Grass,Herbe,grass,herbe,Essential Oil,Huile essentielle,Grass,Herbe
428,Grass pea,Pois de senteur,pea-grass,pois-herbe,Legume,Légumineuse,Grass pea,Pois de senteur
699,Great horned owl,Grand-duc d'Amérique,owl,hibou,Meat,Viande,Great horned owl,Grand-duc d'Amérique
653,Greater sturgeon,Grand esturgeon,#sturgeon-greater#,#esturgeon-gros,Fish,Poisson,Greater sturgeon,Grand esturgeon
342,Green Beans,Haricots verts,bean-green; bean-field; bean-flageolet; bean-french; bean-garden; bean-haricot; bean-string; bean-snap,haricot vert ; champ de haricots ; haricot-flageolet ; haricot-français ; jardin de haricots ; haricot-haricot ; haricot-corde ; haricot-fraise,Vegetable,Légumes,Green Beans,Haricots verts
2025,Green Chutney,Chutney vert,green chutney,chutney vert,Spice,Épice,"corriander, cumin, lemon-juice, cayenne","corriandre, cumin, jus de citron, cayenne"
49,Green Tea,Thé vert,tea-green,thé-vert,Beverage,Boisson,Green Tea,Thé vert
829,Green turtle,Tortue verte,turtle,tortue,Meat,Viande,Green turtle,Tortue verte
968,Green zucchini,Courgettes vertes,zucchini-green,courgette-verte,Vegetable,Légumes,Green zucchini,Courgettes vertes
563,Greenland halibut,Flétan du Groenland,#halibut-greenland#,#flétan du Groenland,Fish,Poisson,Greenland halibut,Flétan du Groenland
939,Greenthread tea,Thé au fil vert,tea-greenthread,thé-fil de fer,Beverage,Boisson,Greenthread tea,Thé au fil vert
562,Greylag goose,Oie cendrée,goose,oie,Meat,Viande,Greylag goose,Oie cendrée
564,Groundcherry,Groseille à maquereau,groundcherry,cerisier de terre,Fruit,Fruit,Groundcherry,Groseille à maquereau
565,Grouper,Mérou,grouper,mérou,Fish,Poisson,Grouper,Mérou
73,Gruyere Cheese,Fromage Gruyère,cheese-gruyere,fromage-gruyère,Dairy,Produits laitiers,Gruyere Cheese,Fromage Gruyère
183,Guava,Goyave,guava,goyave,Fruit,Fruits,Guava,Goyave
977,Guinea hen,Poule de Guinée,guinea-hen,pintade-poule,Meat,Viande,Guinea hen,Poule de Guinée
2046,Gulkand,Gulkand,gulkand,gulkand,Dish,Assiette,"rose, sugar","rose, sucre"
566,Haddock,Haddock,#haddock#,#haddock#,Fish,Poisson,Haddock,Haddock
2099,Haddock,Haddock,haddock,églefin,Fish,Poisson,"haddock, haddock-norway","haddock, haddock-norvège"
2017,Half Half,Moitié-moitié,half half,moitié moitié,Dairy,Produits laitiers,"milk, cream","lait, crème"
2093,Halibut,Flétan,halibut,flétan,Fish,Poisson,"halibut-atlantic, halibut-greenland","flétan de l'Atlantique, flétan du Groenland"
274,Ham,Jambon,ham,jambon,Meat,Viande,Ham,Jambon
832,Hamburger,Hamburger,hamburger,hamburger,Dish,Plat,Hamburger,Hamburger
473,Hard wheat,Blé dur,wheat-hard; spaghetti,blé-dur ; spaghetti,Cereal,Céréales,Hard wheat,Blé dur
293,Hazelnut,Noisette,hazel-nut,noisetier-noisette,Nuts & Seed,Noix et graines,Hazelnut,Noisette
843,Heart of palm,Coeur de palmier,heart of palm,cœur de palmier,Vegetable,Légumes,Heart of palm,Coeur de palmier
647,Hedge mustard,Moutarde des haies,mustard-hedge,moutarde-hedge,Vegetable,Légumes,Hedge mustard,Moutarde des haies
2060,Herbe de Provence,Herbe de Provence,herbe de provence,herbe de provence,Spice,Épice,"rosemary, lavendar, fennel, parsley, savory-winter, oregano, thyme, tarragon, basil, bay-laurel, marjoram","romarin, lavande, fenouil, persil, sarriette d'hiver, origan, thym, estragon, basilic, laurier, marjolaine"
2086,Herring,Hareng,herring,hareng,Fish,Poisson,"herring-pacific, herring-atlantic","hareng-pacifique, hareng-atlantique"
848,Hibiscus tea,Thé à l'hibiscus,#tea-hibiscus#,#tea-hibiscus#,Beverage,Boisson,Hibiscus tea,Thé à l'hibiscus
2077,Hibiscus Tea,Thé à l'hibiscus,tea-hibiscus,thé-hibiscus,Dish,Plat,"tea-hibiscus, water, sugar","thé-hibiscus, eau, sucre"
567,Hippoglossus,Hippoglosse,hippoglossus,hippoglosse,Fish,Poisson,Hippoglossus,Hippoglosse
184,Hogplum,Hogplum,hogplum,hogplum,Fruit,Fruits,Hogplum,Hogplum
2039,Hoisin Sauce,Sauce Hoisin,hoisin sauce,sauce hoisin,Dish,Plat,"soybean, cayenne, garlic","soja, cayenne, ail"
315,Honey,Miel,honey,miel,Plant,Plante,Honey,Miel
304,Hops,Houblon,hops,houblon,Plant,Plante,Hops,Houblon
983,Hops Beer,Bière au houblon,beer-hops,bière-houblon,Beverage Alcoholic,Boisson alcoolisée,Hops Beer,Bière au houblon
110,Hops Oil,Huile de houblon,hops-oil,houblon-huile,Essential Oil,Huile essentielle,Hops Oil,Huile de houblon
942,Horchata,Horchata,horchata,horchata,Beverage,Boisson,Horchata,Horchata
884,Horned melon,Melon cornu,melon-horned,corne de melon,Fruit,Fruit,Horned melon,Melon cornu
568,Horse,Cheval,horse,cheval,Meat,Viande,Horse,Cheval
355,Horseradish,Raifort,horseradish,raifort,Vegetable,Légumes,Horseradish,Raifort
818,Hot chocolate,Chocolat chaud,chocolate-hot; chocolate-heated,chocolat-chaud ; chocolat-chauffé,Beverage,Boissons,Hot chocolate,Chocolat chaud
874,Hot dog,Hot dog,hot-dog,hot-dog,Dish,Assiette,Hot dog,Hot dog
2043,Hot Sauce,Sauce piquante,hot sauce,sauce piquante,Dish,Assiette,"cayenne, salt, vinegar","cayenne, sel, vinaigre"
963,Hummus,Houmous,hummus,houmous,Dish,Vaisselle,Hummus,Houmous
885,Hushpuppy,Hushpuppy,hushpuppy,hushpuppy,Dish,Plats cuisinés,Hushpuppy,Hushpuppy
111,Hyacinth,Hyacinthe,hyacinth,jacinthe,Essential Oil,Huile essentielle,Hyacinth,Hyacinthe
569,Hyacinth bean,Haricot jacinthe,bean-hyacinth,haricot-hyacinthe,Legume,Légumineuse,Hyacinth bean,Haricot jacinthe
112,Hyssop Oil,Huile d'hysope,hyssop-oil,huile d'hysope,Essential Oil,Huile essentielle,Hyssop Oil,Huile d'hysope
763,Ice cream,Glace,ice cream,crème glacée,Dish,Plat,Ice cream,Glace
907,Ice cream cone,Cornet de crème glacée,ice cream cone,cornet de crème glacée,Dish,Assiette,Ice cream cone,Cornet de crème glacée
827,Icing,Glaçage,icing,glaçage,Additive,Additif,Icing,Glaçage
570,Irish moss,Mousse d'Irlande,moss-irish,mousse-irish,Seafood,Fruits de mer,Irish moss,Mousse d'Irlande
2036,Italian Seasoning,Assaisonnement italien,italian style seasoning; italian herb seasoning; italian seasoning,assaisonnement à l'italienne ; assaisonnement aux herbes italiennes ; assaisonnement à l'italienne,Spice,Épices,"basil, oregano, rosemary, thyme","basilic, origan, romarin, thym"
185,Jackfruit,Fruit du jacquier,jackfruit,jacquier,Fruit,Fruits,Jackfruit,Fruit du jacquier
2012,Jal Jeera Powder,Poudre de Jal Jeera,jal jeera powder,poudre de jal jeera,Spice,Épice,"black salt, mango, cumin, citric acid, mint, black pepper, ginger, asafoetida","sel noir, mangue, cumin, acide citrique, menthe, poivre noir, gingembre, asafoetida"
389,Jalapeno,Jalapeno,jalapeno,jalapeno,Spice,Épices,Jalapeno,Jalapeno
572,Japanese chestnut,Châtaigne du Japon,chestnut-japanese,châtaigne-japonaise,Nuts & Seed,Noix et graines,Japanese chestnut,Châtaigne du Japon
421,Japanese persimmon,Kaki japonais,persimmon-japanese,kaki-japonais,Fruit,Fruit,Japanese persimmon,Kaki japonais
972,Japanese pumpkin,Courge japonaise,pumpkin-japanese,citrouille-japonaise,Fruit,Fruit,Japanese pumpkin,Courge japonaise
29,Japanese Whisky,Whisky japonais,japanese-whisky; japanese-whiskey,whisky japonais ; whisky japonais,Beverage Alcoholic,Boissons alcoolisées,Japanese Whisky,Whisky japonais
159,Jasmine,Jasmin,jasmine,jasmin,Flower,Fleur,Jasmine,Jasmin
719,Jellyfish,Méduse,jellyfish,méduse,Seafood,Fruits de mer,Jellyfish,Méduse
573,Jerusalem artichoke,Topinambour,artichoke-jerusalen,artichaut-jérusalen,Vegetable,Légumes,Jerusalem artichoke,Topinambour
703,Jew's ear,Oreille de juif,ear-jewâ€™s,oreille-jewâ€™s,Fungus,Champignon,Jew's ear,Oreille de juif
